restaurant,city,state,awards_count,current_lat,current_lng,correct_lat,correct_lng,Address
Betty Fussell,New York,New York,1,40.7127281,-74.0060152,42.384276,-87.934073,"5300 Pinewood Rd, Gurnee, Illinois 60031, United States"
Clark Wolf,New York,New York,1,40.7127281,-74.0060152,40.7604587,-73.99916845,"620 W 42nd St #10k, New York, New York 10036, United States"
Dorothy C. Hamilton,New York,New York,1,40.7127281,-74.0060152,,,
Apotheke,New York,New York,1,40.7127281,-74.0060152,40.7144,-73.99818,"9 Doyers St, New York, New York 10013, United States"
"Balthazar, Lucky Strike, Morandi, Pastis, Pravda, and Schiller's Liquor Bar",New York,New York,1,40.7127281,-74.0060152,,,
Thomas Schlesser,New York,New York,1,40.7127281,-74.0060152,,,
Anthony Bourdain,New York,New York,1,40.7127281,-74.0060152,47.60764027,-122.3107084,"550 17th Ave Suite 540, Seattle, Washington 98122, United States"
Dan Barber,New York,New York,1,40.7127281,-74.0060152,40.46165841,-79.94928167,"4720 Liberty Ave, Pittsburgh, Pennsylvania 15224, United States"
"Balthazar, Schiller's Liquor Bar, Pastis, Morandi, Lucky Strike, and Pravda",New York,New York,1,40.7127281,-74.0060152,,,
"B.R. Guests Restaurants (Fiamma, Ruby Foo's, Ocean Grill, Atlantic Grill, Blue Water Grill, Vento, Isabella's, Primehouse New York, and Dos Caminos)",New York,New York,1,40.7127281,-74.0060152,40.742093095531565,-74.0005934680497,
Degustation,New York,New York,1,40.7127281,-74.0060152,,,
Giuliano Fiorenzoli,New York,New York,1,40.7127281,-74.0060152,40.71666551,-74.01048151,"311 Greenwich St APT 5C, New York, New York 10013, United States"
Rich Kinnard,New York,New York,1,40.7127281,-74.0060152,,,
Sally Weinand,New York,New York,1,40.7127281,-74.0060152,,,
Thom Ortiz,New York,New York,1,40.7127281,-74.0060152,35.51906284,-105.91394835,"52 Condesa Rd, Santa Fe, New Mexico 87508, United States"
Barbara Kafka,New York,New York,1,40.7127281,-74.0060152,34.40828667,-119.69145567,"301 W Cabrillo Blvd, Santa Barbara, California 93101, United States"
Bobby Flay,New York,New York,1,40.7127281,-74.0060152,40.275009,-111.68124,"575 E University Pkwy, Orem, Utah 84097, United States"
Dorie Greenspan,New York,New York,1,40.7127281,-74.0060152,,,
Fabien Baron,New York,New York,1,40.7127281,-74.0060152,,,
Takashi Hiratsuka,New York,New York,1,40.7127281,-74.0060152,,,
Masataka Yano,New York,New York,1,40.7127281,-74.0060152,,,
Carol Bentel,New York,New York,1,40.7127281,-74.0060152,,,
Gray Kunz,New York,New York,1,40.7127281,-74.0060152,,,
Judith A. Jones,New York,New York,1,40.7127281,-74.0060152,33.97190781,-118.0377936,"7655 Greenleaf Ave, Whittier, California 90602, United States"
Paul J. Bentel,New York,New York,1,40.7127281,-74.0060152,40.67982003,-73.97803952,"93 5th Ave, Brooklyn, New York 11217, United States"
Peter Bentel,New York,New York,1,40.7127281,-74.0060152,,,
Susan Nagle,New York,New York,1,40.7127281,-74.0060152,,,
davidburke & donatella,New York,New York,1,40.7127281,-74.0060152,,,
Evan Douglis,New York,New York,1,40.7127281,-74.0060152,,,
Joe Bastianich,New York,New York,1,40.7127281,-74.0060152,,,
Cliff Morgan,New York,New York,1,40.7127281,-74.0060152,,,
David Hughes,New York,New York,1,40.7127281,-74.0060152,38.78168619,-77.23204364,"8314 Traford Ln suite a, Springfield, Virginia 22152, United States"
Eric Ripert,New York,New York,1,40.7127281,-74.0060152,40.59523416,-79.98922999,"4790 Andrews Dr, Gibsonia, Pennsylvania 15044, United States"
Ian McPheely,New York,New York,1,40.7127281,-74.0060152,,,
Keith McNally,New York,New York,1,40.7127281,-74.0060152,,,
Philip Wu,New York,New York,1,40.7127281,-74.0060152,45.38155863,-122.77307639,"19185 SW 90th Ave, Tualatin, Oregon 97062, United States"
Ouest,New York,New York,1,40.7127281,-74.0060152,40.83020992,-73.9156005,"1068 Morris Ave, Bronx, New York 10456, United States"
Alain Sailhac,New York,New York,1,40.7127281,-74.0060152,,,
Jacques Torres,New York,New York,1,40.7127281,-74.0060152,40.7032,-73.99145,"66 Water St, Brooklyn, New York 11201, United States"
Julia Erickson,New York,New York,1,40.7127281,-74.0060152,,,
Marion Nestle,New York,New York,1,40.7127281,-74.0060152,,,
Vicente Wolf,New York,New York,1,40.7127281,-74.0060152,40.75605132,-73.99268182,"333 W 39th St #1001, New York, New York 10018, United States"
David Takacs,New York,New York,1,40.7127281,-74.0060152,,,
Eric Baker,New York,New York,1,40.7127281,-74.0060152,40.80193229,-74.20478699,"855 Bloomfield Ave, Glen Ridge, New Jersey 07028, United States"
George Yabu,New York,New York,1,40.7127281,-74.0060152,,,
Glenn Pushelberg,New York,New York,1,40.7127281,-74.0060152,,,
Robert Dahlquist,New York,New York,1,40.7127281,-74.0060152,32.79070848,-96.78088289,"3500 Gaston Ave, Dallas, Texas 75246, United States"
Sam Potts,New York,New York,1,40.7127281,-74.0060152,,,
Alain Ducasse,New York,New York,1,40.7127281,-74.0060152,40.76581,-73.9781,
George H. Lang,New York,New York,1,40.7127281,-74.0060152,,,
Sara Moulton,New York,New York,1,40.7127281,-74.0060152,41.24111621,-96.09427061,"1804 S 116th St, Omaha, Nebraska 68144, United States"
Tom Colicchio,New York,New York,1,40.7127281,-74.0060152,,,
Fauchon,New York,New York,1,40.7127281,-74.0060152,40.7547542,-73.9833846,
Rebecca Van De Sande,New York,New York,1,40.7127281,-74.0060152,40.62044539,-73.94122377,"3417 Kings Hwy Floor 3, Brooklyn, New York 11234, United States"
Thomas Leeser,New York,New York,1,40.7127281,-74.0060152,,,
Mario Batali,New York,New York,1,40.7127281,-74.0060152,40.73868902,-73.98833421,"45 E 20th St, New York, New York 10003, United States"
Richard Grausman,New York,New York,1,40.7127281,-74.0060152,38.93690129,-77.10746436,"5215 Loughboro Rd NW # 200, Washington, District of Columbia 20016, United States"
Warner LeRoy,New York,New York,1,40.7127281,-74.0060152,40.70402274,-74.01112652,"85 Broad St. 18th floor, New York, New York 10004, United States"
Charles Renfro,New York,New York,1,40.7127281,-74.0060152,,,
Deane Simpson,New York,New York,1,40.7127281,-74.0060152,,,
Elizabeth Diller,New York,New York,1,40.7127281,-74.0060152,42.84956255,-88.31275994,"240 Maple Ct, Mukwonago, Wisconsin 53149, United States"
Georgie Stout,New York,New York,1,40.7127281,-74.0060152,41.33338418,-94.0147812,"110 W Washington St, Winterset, Iowa 50273, United States"
Jeffrey Steingarten,New York,New York,1,40.7127281,-74.0060152,,,
Karen Hsu,New York,New York,1,40.7127281,-74.0060152,34.01521541,-118.49094494,"1540 6th St Suite 120, Santa Monica, California 90401, United States"
Katie Andresen,New York,New York,1,40.7127281,-74.0060152,25.91092337,-80.2688227,"Opa Locka, Florida 33054, United States"
Michael Rock,New York,New York,1,40.7127281,-74.0060152,34.77305021,-92.40344107,"2200 N Rodney Parham Rd #200, Little Rock, Arkansas 72212, United States"
Michael Romano,New York,New York,1,40.7127281,-74.0060152,40.60935463,-73.95353767,"2148 Ocean Ave f5, Brooklyn, New York 11229, United States"
Ricardo Scofidio,New York,New York,1,40.7127281,-74.0060152,,,
Jeffrey Parsons,New York,New York,1,40.7127281,-74.0060152,45.72431888,-122.65047846,"14201 NE 20th Ave # C101, Vancouver, Washington 98686, United States"
Manuel Fernandez,New York,New York,1,40.7127281,-74.0060152,25.76082331,-80.35103877,"9600 SW 8th St #16, Miami, Florida 33174, United States"
Martin Vahtra,New York,New York,1,40.7127281,-74.0060152,,,
Gail Zweigenthal,New York,New York,1,40.7127281,-74.0060152,,,
Bill Peterson,New York,New York,1,40.7127281,-74.0060152,45.41853978,-122.73305038,"5335 Meadows Rd Suite 110, Lake Oswego, Oregon 97035, United States"
Carol Swedlow,New York,New York,1,40.7127281,-74.0060152,,,
Charles Swerz,New York,New York,1,40.7127281,-74.0060152,30.40780215,-97.70399186,"2217 Park Bend Dr, Austin, Texas 78758, United States"
Pia Provost,New York,New York,1,40.7127281,-74.0060152,,,
Charles Palmer,New York,New York,1,40.7127281,-74.0060152,42.62053336,-88.50743875,"W4211 Palmer Rd, Lake Geneva, Wisconsin 53147, United States"
Jean-Georges Vongerichten,New York,New York,1,40.7127281,-74.0060152,40.7691122743293,-73.9814290717583,
Windows on the World/Cellar in the Sky,New York,New York,1,40.7127281,-74.0060152,40.585918,-73.98318498,"2545 Stillwell Ave, Brooklyn, New York 11223, United States"
Erica Pritchard,New York,New York,1,40.7127281,-74.0060152,,,
James Biber,New York,New York,1,40.7127281,-74.0060152,35.39114226,-94.4127619,"1118 N J St, Fort Smith, Arkansas 72901, United States"
Maury Rubin,New York,New York,1,40.7127281,-74.0060152,,,
Michael Zweck-Bronner,New York,New York,1,40.7127281,-74.0060152,,,
Windows on the World/Cellar In The Sky,New York,New York,1,40.7127281,-74.0060152,40.585918,-73.98318498,"2545 Stillwell Ave, Brooklyn, New York 11223, United States"
Alex Von Bidder,New York,New York,1,40.7127281,-74.0060152,,,
Joseph Baum,New York,New York,1,40.7127281,-74.0060152,27.792342,-82.62969331,"425 22nd Ave NE, St. Petersburg, Florida 33704, United States"
Julian Niccolini,New York,New York,1,40.7127281,-74.0060152,,,
Tracy Moon,New York,New York,1,40.7127281,-74.0060152,,,
James Gauer,New York,New York,1,40.7127281,-74.0060152,40.17699673,-75.53642826,"605 2nd Ave, Royersford, Pennsylvania 19468, United States"
Kevin Dakan,New York,New York,1,40.7127281,-74.0060152,40.72686771,-74.0019731,"137 Sullivan St, New York, New York 10012, United States"
Gilles Depardon AIA,New York,New York,1,40.7127281,-74.0060152,39.89964857,-74.82367469,"2 S Main St #103, Medford, New Jersey 08055, United States"
Janis Leonard,New York,New York,1,40.7127281,-74.0060152,,,
Jean-Jacques Rachou,New York,New York,1,40.7127281,-74.0060152,40.63580645,-73.95104076,"1428 Flatbush Ave, Brooklyn, New York 11210, United States"
Kathryn Ogawa AIA,New York,New York,1,40.7127281,-74.0060152,,,
Lidia Bastianich,New York,New York,1,40.7127281,-74.0060152,,,
Nicholas Malgieri,New York,New York,1,40.7127281,-74.0060152,,,
Peter Kump,New York,New York,1,40.7127281,-74.0060152,42.24488985,-88.12100336,"25000 Old Rand Rd, Wauconda, Illinois 60084, United States"
David Ogando,New York,New York,1,40.7127281,-74.0060152,33.84165926,-84.36983293,"3115 Piedmont Rd NE, Atlanta, Georgia 30305, United States"
Ian Waisbrod,New York,New York,1,40.7127281,-74.0060152,,,
Daniel Boulud,New York,New York,1,40.7127281,-74.0060152,26.08744709,-80.11493951,"Port Everglades Terminal 25, Fort Lauderdale, Florida 33316, United States"
Don Siembieda,New York,New York,1,40.7127281,-74.0060152,,,
James Barondess,New York,New York,1,40.7127281,-74.0060152,,,
Jay Leff,New York,New York,1,40.7127281,-74.0060152,,,
Madhur Jaffrey,New York,New York,1,40.7127281,-74.0060152,,,
Milton Glaser,New York,New York,1,40.7127281,-74.0060152,,,
Christopher Evans,New York,New York,1,40.7127281,-74.0060152,32.46671965,-90.14378585,"106 Highland Way Ste 200, Madison, Mississippi 39110, United States"
Rafael Caceras,New York,New York,1,40.7127281,-74.0060152,,,
Tony Chi,New York,New York,1,40.7127281,-74.0060152,33.76851335,-118.18536878,"123 Atlantic Ave, Long Beach, California 90802, United States"
Elizabeth Schneider,New York,New York,1,40.7127281,-74.0060152,42.87994046,-90.92593253,"Bloomington, Wisconsin 53804, United States"
George Faison,New York,New York,1,40.7127281,-74.0060152,34.59066132,-86.97260408,"1201 7th St SE, Decatur, Alabama 35601, United States"
Giorgio DeLuca,New York,New York,1,40.7127281,-74.0060152,,,
Tim Zagat,New York,New York,1,40.7127281,-74.0060152,,,
André Soltner,New York,New York,1,40.7127281,-74.0060152,,,
Ariane Batterberry,New York,New York,1,40.7127281,-74.0060152,,,
Michael Batterberry,New York,New York,1,40.7127281,-74.0060152,,,
Craig Claiborne,New York,New York,1,40.7127281,-74.0060152,41.74579235,-73.93342019,"1946 Campus Dr, Hyde Park, New York 12538, United States"
Michael Stern,New York,New York,1,40.7127281,-74.0060152,40.78468356,-73.98124778,"401 West End Ave, New York, New York 10024, United States"
Sheila Lukins,New York,New York,1,40.7127281,-74.0060152,,,
Bryan Miller,New York,New York,1,40.7127281,-74.0060152,34.25763443,-88.70088852,"347 E Main St Suite B, Tupelo, Mississippi 38804, United States"
David Bouley,New York,New York,1,40.7127281,-74.0060152,,,
Atomix,New York City,New York,1,40.7127281,-74.0060152,40.744232,-73.98285,"104 E 30th St, New York, New York 10016, United States"
Karenderya,Nyack,New York,1,41.091121,-73.9196794,41.091927,-73.92601,"248 Main St, Nyack, New York 10960, United States"
Ramen by Ra,NYC,New York,1,40.7127281,-74.0060152,40.726669,-73.99206,"70 E 1st St, New York, New York 10012, United States"
Old Chatham (at Shepherding Co. Inn),Old Chatham,New York,1,42.4406387,-73.5617812,34.381397,-111.452376,"3502 AZ-87, Pine, Arizona 85544, United States"
Edward Asfour,Pocantico Hills,New York,1,41.0956305,-73.8322895,26.27217322,-81.76568241,"2930 Immokalee Rd Ste 4, Naples, Florida 34110, United States"
Peter Guzy,Pocantico Hills,New York,1,41.0956305,-73.8322895,29.44539555,-81.11329092,"2631 S Daytona Ave, Flagler Beach, Florida 32136, United States"
Meju,Queens,New York,1,40.7135078,-73.8283132,40.74359982,-73.95521319,"5-28 49th Ave, Long Island City, New York 11101, United States"
Rosenthal Wine Merchant,Shekomeko,New York,1,41.9281482,-73.5990146,40.789247,-73.948711,"1590 Lexington Ave, New York, New York 10029, United States"
Cultura,Arden,North Carolina,1,35.4661821,-82.5164242,35.59299162,-82.48604545,"176 Riceville Rd, Asheville, North Carolina 28805, United States"
Nani's Piri Piri Chicken,Asheville,North Carolina,1,35.595363,-82.5508407,40.430647,-111.896219,"2951 Club House Dr, Lehi, Utah 84048, United States"
Cucina 24,Asheville,North Carolina,1,35.595363,-82.5508407,35.59454,-82.55537,
The Dining Room at High Hampton,Cashiers,North Carolina,1,35.1122495,-83.0987781,35.09887615,-83.08183345,"1525 NC-107 #1525, Cashiers, North Carolina 28717, United States"
Jean Anderson,Chapel Hill,North Carolina,1,35.9131542,-79.05578,40.74147465,-74.19110606,"90 Bergen St DOC 8100, Newark, New Jersey 07103, United States"
Omakase By Primefish,Charlotte,North Carolina,1,35.2272086,-80.8430827,35.171326057455936,-80.80753214936622,
Eric Solomon Selections   European Cellars,Charlotte,North Carolina,1,35.2272086,-80.8430827,,,
Eric Solomon Selections - European Cellars,Charlotte,North Carolina,1,35.2272086,-80.8430827,,,
European Cellars/Eric Solomon Selections,Charlotte,North Carolina,1,35.2272086,-80.8430827,,,
Saltbox Seafood Joint,Durham,North Carolina,1,35.996653,-78.9018053,35.97395,-78.92917,"2637 Durham-Chapel Hill Blvd, Durham, North Carolina 27707, United States"
Giorgios Hospitality Group,Durham,North Carolina,1,35.996653,-78.9018053,,,
Montgomery Sky Farm,Leicester,North Carolina,1,35.6551074,-82.6962438,35.677088,-82.714534,"340 Turkey Crk Rd, Leicester, North Carolina 28748, United States"
Herons,Morrisville,North Carolina,1,35.824341,-78.8300321,35.829502,-78.76458,"The Umstead Hotel and Spa, Cary, North Carolina 27513, United States"
Tamasha Modern Indian,Raleigh,North Carolina,1,35.7803977,-78.6390989,35.836409,-78.638081,"4200 Six Forks Rd Suite # 130, Raleigh, North Carolina 27609, United States"
Figulina,Raleigh,North Carolina,1,35.7803977,-78.6390989,35.77631164,-78.64497214,"317 S Harrington St, Raleigh, North Carolina 27601, United States"
"Crawford Hospitality (Crawford and Son, Brodeto, Jolie, and others)",Raleigh,North Carolina,1,35.7803977,-78.6390989,,,
Knife & Fork,Spruce Pine,North Carolina,1,35.9147787,-82.066411,39.350082,-74.453438,"3600 Atlantic Ave, Atlantic City, New Jersey 08401, United States"
Heritage Food and Drink,Waxhaw,North Carolina,1,34.9248125,-80.7440174,41.582228,-73.909366,"1379 US-9, Wappingers Falls, New York 12590, United States"
Rosewild,Fargo,North Dakota,1,46.877229,-96.789821,46.878515,-96.787516,"215 Broadway N, Fargo, North Dakota 58102, United States"
Rue Dumaine,Centerville,Ohio,1,39.6283928,-84.1593818,,,
Sudova,Cincinnati,Ohio,1,39.1014537,-84.5124602,39.106427,-84.515086,"22 W Court St, Cincinnati, Ohio 45202, United States"
"EDWINS Leadership and Restaurant Institute (EDWINS Leadership and Restaurant Institute, edwins too, EDWINS Bakery, and others)",Cleveland,Ohio,1,41.4996574,-81.6936772,41.484218,-81.591404,"12383 Cedar Rd, Cleveland, Ohio 44120, United States"
EDWINS Leadership and Restaurant Institute,Cleveland,Ohio,1,41.4996574,-81.6936772,41.484218,-81.591404,"12383 Cedar Rd, Cleveland, Ohio 44120, United States"
Larder Delicatessen and Bakery,Cleveland,Ohio,1,41.4996574,-81.6936772,41.489152,-81.710357,"1455 W 29th St, Cleveland, Ohio 44113, United States"
Bar Cento,Cleveland,Ohio,1,41.4996574,-81.6936772,34.032796,-118.347735,"4921 W Adams Blvd, Los Angeles, California 90016, United States"
Agni,Columbus,Ohio,1,39.9622601,-83.0007065,39.94748016,-82.99758473,"716 S High St, Columbus, Ohio 43206, United States"
Revolver,Findlay,Ohio,1,41.0413873,-83.6503982,41.904735,-87.669071,"1270 N Milwaukee Ave, Chicago, Illinois 60622, United States"
Lee Jones,Huron,Ohio,1,41.1305303,-82.591828,35.606673,-97.59943568,"4140 W Memorial Rd Suite 208, Oklahoma City, Oklahoma 73120, United States"
Larder Delicatessen & Bakery,Shaker Heights,Ohio,1,41.4739419,-81.5370671,41.489152,-81.710357,"1455 W 29th St, Cleveland, Ohio 44113, United States"
Dante,Valley View,Ohio,1,41.3878312,-81.6045685,41.481619,-81.686361,"2247 Professor Ave suite c, Cleveland, Ohio 44113, United States"
Joya's,Worthington,Ohio,1,40.0930945,-83.0179593,40.087276,-83.018614,"657 High St, Worthington, Ohio 43085, United States"
Birdie's,Edmond,Oklahoma,1,35.6571367,-97.4649038,35.624138,-97.55134,"2201 NW 150th St, Edmond, Oklahoma 73013, United States"
Phat Tabb's BBQ,Idabel,Oklahoma,1,33.8956647,-94.8263281,33.88294218,-94.82616971,"1110 S Central Ave, Idabel, Oklahoma 74745, United States"
FRIDA southwest,Nichols Hills,Oklahoma,1,35.5508857,-97.5489318,35.498264,-97.521324,"500 Paseo, Oklahoma City, Oklahoma 73103, United States"
"84 Hospitality (Empire Slice House, Elisabetta, Gor? Ramen, and others)",Oklahoma City,Oklahoma,1,35.4729886,-97.5170536,35.48587245324178,-97.5413986,
Later Bye,Oklahoma City,Oklahoma,1,35.4729886,-97.5170536,35.4827131,-97.51760404,"301 NW 13th St suite 101, Oklahoma City, Oklahoma 73103, United States"
Country Bird Bakery,Tulsa,Oklahoma,1,36.1563122,-95.9927516,36.15658662,-95.96746712,"1644 E 3rd St unit b, Tulsa, Oklahoma 74120, United States"
il seme,Tulsa,Oklahoma,1,36.1563122,-95.9927516,36.151368,-95.990775,"15 W 5th St, Tulsa, Oklahoma 74103, United States"
Sans Murs,Tulsa,Oklahoma,1,36.1563122,-95.9927516,,,
Basque,Tulsa,Oklahoma,1,36.1563122,-95.9927516,40.829511,-115.762962,"246 Silver St, Elko, Nevada 89801, United States"
Rendang & Co. Indonesian Bistro,Tulsa,Oklahoma,1,36.1563122,-95.9927516,36.09003327,-95.92069755,"5083 East 51st Street South, Tulsa, Oklahoma 74135, United States"
Oren,Tulsa,Oklahoma,1,36.1563122,-95.9927516,36.11313,-95.97494,"3509 S Peoria Ave Suite #161, Tulsa, Oklahoma 74105, United States"
Evelyn's,Tulsa,Oklahoma,1,36.1563122,-95.9927516,26.130775,-80.103264,"525 N Fort Lauderdale Beach Blvd, Fort Lauderdale, Florida 33304, United States"
Brie Gillespie,Toronto,Ontario,1,34.0021024,-117.5901266,,,
Livio DiFonzo,Toronto,Ontario,1,34.0021024,-117.5901266,,,
Megan Cassidy,Toronto,Ontario,1,34.0021024,-117.5901266,38.42385213,-78.84630054,"240 Lucy Dr, Harrisonburg, Virginia 22801, United States"
Pina Petricone,Toronto,Ontario,1,34.0021024,-117.5901266,,,
Ralph Giannone,Toronto,Ontario,1,34.0021024,-117.5901266,,,
George Yabu,Toronto,Ontario,1,34.0021024,-117.5901266,,,
Glenn Pushelberg,Toronto,Ontario,1,34.0021024,-117.5901266,,,
John Tong,Wellington,Ontario,1,42.9769083,-77.4266459,32.93198742,-97.09297358,"1643 Lancaster Dr Ste 306, Grapevine, Texas 76051, United States"
Novo Modern Latin Table,Eugene,Oregon,1,44.0505054,-123.0950506,37.7406445,-122.4663903,"24 West Portal Avenue, San Francisco, California 94127, United States"
Marché,Eugene,Oregon,1,44.0505054,-123.0950506,44.05399,-123.088569,
Belly,Eugene,Oregon,1,44.0505054,-123.0950506,44.05636735,-123.04414388,"1436 Sequoia Ave, Springfield, Oregon 97477, United States"
SakéOne,Forest Grove,Oregon,1,45.5190404,-123.1110551,45.507781,-123.103598,
okta,McMinnville,Oregon,1,45.2100367,-123.194463,45.209824,-123.192886,"618 NE 3rd St, McMinnville, Oregon 97128, United States"
ōkta,McMinnville,Oregon,1,45.2100367,-123.194463,45.20979,-123.19279,
Maison Noir Wines,McMinnville,Oregon,1,45.2100367,-123.194463,45.22656994,-123.18593098,"1271 OR-99W, McMinnville, Oregon 97128, United States"
Nick's Italian Cafe,McMinnville,Oregon,1,45.2100367,-123.194463,45.21012365,-123.19404412,"521 NE 3rd St, McMinnville, Oregon 97128, United States"
MÅURICE,Portland,Oregon,1,45.5202471,-122.674194,,,
República,Portland,Oregon,1,45.5202471,-122.674194,,,
"Langbaan, Hat Yai, Eem, and others",Portland,Oregon,1,45.5202471,-122.674194,45.55074523709471,-122.66653193073176,
"(Langbaan, PaaDee, Hat Yai, and others)",Portland,Oregon,1,45.5202471,-122.674194,45.5168272136732,-122.65960452270562,
Hà VL,Portland,Oregon,1,45.5202471,-122.674194,,,
Shizuku by Chef Naoko,Portland,Oregon,1,45.5202471,-122.674194,,,
MÅURICE LUNCHEONETTE,Portland,Oregon,1,45.5202471,-122.674194,,,
Akkapong Earl Ninsom,Portland,Oregon,1,45.5202471,-122.674194,,,
"(Langbaan, Paadee, Hat Yai, and others)",Portland,Oregon,1,45.5202471,-122.674194,45.5168272136732,-122.65960452270562,
(Castagna and CafÃ© Castagna),Portland,Oregon,1,45.5202471,-122.674194,,,
Castagna and Cafe Castagna,Portland,Oregon,1,45.5202471,-122.674194,,,
"(Clyde Common, Olympia Provisions, Spirit of 77, The Richmond)",Portland,Oregon,1,45.5202471,-122.674194,45.5055177,-122.655147,
Ping,Portland,Oregon,1,45.5202471,-122.674194,45.41497786,-122.65097948,"Milwaukie, Oregon 97267, United States"
Måurice,Portsmouth,Oregon,1,45.5880209,-122.7194413,,,
House of Prime Rib,Salem,Oregon,1,44.9391565,-123.033121,37.793369,-122.422714,"1906 Van Ness Ave, San Francisco, California 94109, United States"
Tired Hands Brewing Company,Ardmore,Pennsylvania,1,40.004128,-75.2882893,40.00686314,-75.29035928,"35 Cricket Terrace, Ardmore, Pennsylvania 19003, United States"
LUCA,Conestoga,Pennsylvania,1,39.9406555,-76.3463493,40.044944,-76.315319,"436 W James St #101, Lancaster, Pennsylvania 17603, United States"
LUCA,Lancaster,Pennsylvania,1,40.0379958,-76.3056707,40.044944,-76.315319,"436 W James St #101, Lancaster, Pennsylvania 17603, United States"
Little Water,MID CITY WEST,Pennsylvania,1,39.9527237,-75.1635262,39.948607,-75.174025,"261 S 20th St, Philadelphia, Pennsylvania 19103, United States"
Notion,Oakmont,Pennsylvania,1,40.5217347,-79.8422719,40.45369627,-79.98001774,"2420 Penn Ave, Pittsburgh, Pennsylvania 15222, United States"
"Vernick Philadelphia (Vernick Food & Drink, Vernick Fish, and Vernick Coffee Bar)",Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.95076,-75.174889,"2031 Walnut St, Philadelphia, Pennsylvania 19103, United States"
Emmett,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.969534,-75.138357,"161 W Girard Ave, Philadelphia, Pennsylvania 19123, United States"
Fiore,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.981888,-75.127007,"2413 Frankford Ave, Philadelphia, Pennsylvania 19125, United States"
Provenance,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.94286,-75.145581,"408 S 2nd St, Philadelphia, Pennsylvania 19106, United States"
The Lovers Bar at Friday Saturday Sunday,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.948727,-75.175949,"261 S 21st St, Philadelphia, Pennsylvania 19103, United States"
My Loup,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.950802,-75.173988,"2005 Walnut St, Philadelphia, Pennsylvania 19103, United States"
Cicala at the Divine Lorraine,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.96671,-75.16005,"699 N Broad St, Philadelphia, Pennsylvania 19123, United States"
Second Daughter Baking Co.,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.00526797,-75.26178109,"207 Haverford Ave, Narberth, Pennsylvania 19072, United States"
Ellen Yin,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
El Compadre,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,34.097788,-118.352236,"7408 West Sunset Boulevard, Los Angeles, California 90046, United States"
Serpico,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.0580601,-75.0434511,"2630 Holme Ave #104, Philadelphia, Pennsylvania 19152, United States"
Valerie Safran,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Tashan,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.84991,-74.29787,"555 Passaic Ave, West Caldwell, New Jersey 07006, United States"
Fond / Belle Cakery,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Chifa,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.75451,-73.89296,"73-20 Northern Blvd, Jackson Heights, New York 11372, United States"
Distrito,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.36281,-74.41663,"500 Boardwalk, Atlantic City, New Jersey 08401, United States"
Bindi,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.00619883,-74.98230283,"1702 Industrial Hwy, Cinnaminson, New Jersey 08077, United States"
Rae,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.92968952,-75.16359171,"1605 E Passyunk Ave, Philadelphia, Pennsylvania 19148, United States"
Tinto,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,40.02154,-75.12258,"143 E Wyoming Ave, Philadelphia, Pennsylvania 19120, United States"
Xochitl,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,39.45974753,-75.04259993,"1881 S Delsea Dr Unit #3, Vineland, New Jersey 08360, United States"
David Rockwell,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,34.29692216,-77.79486393,"8115 Market St # 108, Wilmington, North Carolina 28411, United States"
!Pasion!,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Sam Trimble,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Chantarelles,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Steve Grasse,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
Susanne Connors,Philadelphia,Pennsylvania,1,39.9527237,-75.1635262,,,
The Lovers Bar at Friday Saturday Sunday,Philadelpia,Pennsylvania,1,39.9527237,-75.1635262,39.948727,-75.175949,"261 S 21st St, Philadelphia, Pennsylvania 19103, United States"
Lilith,Pittsburgh,Pennsylvania,1,40.4406968,-80.0025666,40.457855,-79.927567,"238 Spahr St, Pittsburgh, Pennsylvania 15232, United States"
